Sex,Agemos,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2
1,24,79.49727487,81.23278961,82.97047544,84.71029213,86.45220101,88.19616479,89.94214755,91.69011463,93.4400326
1,24.5,79.84184964,81.59719206,83.35226232,85.10706622,86.86160934,88.61589702,90.3699344,92.12372639,93.87727774
1,25,80.25084731,81.98850199,83.7347478,85.48948827,87.25262954,89.02408021,90.80375129,92.59155604,94.38740995
1,25.5,80.58689327,82.34418683,84.10760544,85.87706217,87.65247282,89.43375576,91.22083184,93.01362427,94.81205847
1,26,80.98753067,82.7271751,84.48123488,86.24964412,88.03233804,89.82925294,91.64032621,93.46549625,95.30470248
1,26.5,81.31587325,83.07489564,84.84586203,86.62868131,88.42326434,90.22952389,92.04737456,93.87673272,95.71751647
1,27,81.70896523,83.45039982,85.21152124,86.99235885,88.79294174,90.61329882,92.45345871,94.31344985,96.19330044
1,27.5,82.03029988,83.79078484,85.56849718,87.36340889,89.17549228,91.00472003,92.85106517,94.71450106,96.59500136
1,28,82.41654385,84.15949059,85.92689612,87.71893204,89.53576998,91.37758159,93.24453851,95.13681243,97.05457503
1,28.5,82.73145379,84.49306738,86.2767077,88.08245984,89.91040853,91.76063808,93.63323245,95.5282752,97.44584951
1,29,83.11143752,84.85553711,86.62842284,88.43044195,90.26194439,92.12328275,94.0148123,95.93689101,97.88987953
1,29.5,83.42041385,85.18275202,86.97148527,88.78684859,90.62907762,92.4984087,94.39507883,96.31932571,98.27138767
1,30,83.79463609,85.53945149,87.31698997,89.12779782,90.97242937,92.851447,94.76542133,96.71493127,98.70056414
1,30.5,84.09809498,85.86068721,87.65366435,89.47743799,91.33242379,93.21904148,95.13771493,97.08887214,99.07294528
1,31,84.46698155,86.2120077,87.99335513,89.81178545,91.66807639,93.56302208,95.49743346,97.47213858,99.48798302
1,31.5,84.7652798,86.52759831,88.32396296,90.1549815,92.02127167,93.92346133,95.86218857,97.83810191,99.85186044
1,32,85.12919837,86.87387561,88.65818152,90.48310455,92.34966005,94.25889102,96.21186892,98.20969454,100.2534989
1,32.5,85.42264735,87.18411942,88.98301666,90.82015766,92.69637946,94.61253792,96.56950819,98.56818516,100.6094839
1,33,85.78192122,87.52565016,89.31206815,91.14239907,93.01790703,94.93989791,96.9097209,98.9287701,100.9984863
1,33.5,86.07079943,87.83082083,89.6314068,91.47359823,93.35846546,95.28710919,97.26066141,99.28028637,101.3471816
1,34,86.42572031,88.16787663,89.955575,91.79028165,93.67351901,95.60686817,97.59197155,99.63053566,101.724334
1,34.5,86.71028441,88.4682327,90.26968388,92.11591077,94.00822923,95.9479998,97.93662943,99.97557329,102.0663366
1,35,87.06112199,88.80107186,90.58924456,92.42735501,94.31719279,96.260626,98.25960532,100.3161684,102.4324442
1,35.5,87.34161691,89.09686501,90.89838763,92.7476983,94.64636981,96.59603687,98.59839896,100.6552233,102.7683481
1,36,87.68863942,89.42574531,91.21361542,93.05422002,94.94962511,96.90199799,98.91361329,100.9868593,103.124245
1,36.5,87.96530526,89.71722685,91.51805989,93.36956754,95.27359106,97.23205398,99.24696639,101.3204297,103.4546413
1,37,88.23984097,90.00652061,91.82026292,93.68263711,95.59527537,97.55987586,99.57820576,101.6521046,103.7834878
1,37.5,88.51229911,90.29368329,92.120286,93.9934953,95.91474929,97.88553821,99.90740662,101.9819557,104.1108454
1,38,88.78273331,90.5787719,92.41819027,94.30220768,96.23208252,98.20911372,100.2346422,102.3100525,104.4367742
1,38.5,89.05119824,90.86184376,92.71403645,94.6088388,96.54734328,98.53067324,100.5599839,102.6364633,104.7613334
1,39,89.31774946,91.14295636,93.00788485,94.91345227,96.86059835,98.85028583,100.883501,102.9612544,105.0845813
1,39.5,89.58244328,91.42216734,93.29979533,95.21611068,97.17191309,99.16801885,101.2052612,103.2844905,105.4065751
1,40,89.84533465,91.69953393,93.58982794,95.51687711,97.48135324,99.48393959,101.5253311,103.6062346,105.727369
1,40.5,90.10648584,91.97511484,93.8780398,95.81580877,97.78897727,99.79810837,101.8437728,103.9265489,106.0470229
1,41,90.36595201,92.24896703,94.16449021,96.11296739,98.09484897,100.1105899,102.1606498,104.2454928,106.3655878
1,41.5,90.62379156,92.52114798,94.44923685,96.40841166,98.3990283,100.4214451,102.4760229,104.5631248,106.6831165
1,42,90.88006278,92.79171487,94.73233691,96.7021995,98.70157424,100.7307337,102.7899513,104.8795017,106.9996602
1,42.5,91.13482552,93.06072496,95.01384649,96.99438698,99.00254338,101.0385127,103.1024922,105.1946789,107.3152702
1,43,91.38813773,93.32823476,95.29382173,97.28503054,99.30199274,101.3448395,103.4137018,105.50871,107.6299944
1,43.5,91.64005863,93.59430066,95.57231759,97.57418473,99.599977,101.6497689,103.7236345,105.8216474,107.943881
